"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"indyczka-faszerowana-piernikiem";c("cebula", "pieprz czarny", "imbir świeży", "indyk", "jajko", "masło", "miód", "olej", "papryka mielona słodka", "papryka mielona słodka", "sos sojowy", "sól", "tymianek świeży", "słonina", "pierniki", "czerstwe pieczywo pszenne");"467,8";"28,6";"15,5";"35,6";"35,6"
"pieczona-ryba-po-grecku";c("cebula", "cukier", "dorsz filet", "koncentrat pomidorowy", "liść laurowy", "marchew", "ocet", "olej", "pieprz czarny", "korzeń pietruszki", "papryka mielona słodka", "woda", "ziele angielskie");"302,7";"4,5";"17,4";"47,3";"47,3"
"kaczka-z-karmelizowanymi-pomaranczami-i-zurawinami";c("cukier", "pieprz czarny", "majeranek", "masło", "miód", "oliwa z oliwek", "pomarańcza", "sól", "żurawina suszona", "musztarda dijon", "kaczka");"966,7";"65,4";"34";"20,4";"20,4"
"tortellini-z-sosem-szpinakowym-i-boczkiem";c("ocet balsamiczny", "bulion warzywny", "cebula dymka", "pieprz czarny", "oliwa z oliwek", "parmezan", "sól", "boczek surowy", "śmietana 30%", "tortellini", "szpinak baby");"578,4";"39,9";"35";"18,8";"18,8"
"tagliatelle-z-koprem-wloskim-i-kaparami";c("bulion warzywny", "cebula", "pieprz czarny", "kapar", "masło", "parmezan", "sól", "ser twaróg półtłusty", "fenkuł", "makaron tagliatelle");"589,2";"12,9";"96,9";"24,7";"24,7"
"makaron-tagliatelle-z-pieczonymi-pieczarkami";c("bazylia świeża", "pieprz czarny", "pomidor czerwony", "oliwa z oliwek", "parmezan", "pieczarka", "sól morska", "makaron tagliatelle");"681,6";"18,4";"105,1";"26,5";"26,5"
"kurczak-w-winie";c("boczek w plastrach", "bulion drobiowy", "kurczak", "liść laurowy", "olej rzepakowy", "pieczarka", "tymianek suszony", "szalotka", "wino białe", "ząbek czosnku");"1231,3";"89,3";"16,5";"70,8";"70,8"
"galettes-z-grzybami-i-szynka";c("jajko", "masło", "mąka pszenna", "mąka pszenna", "mleko", "pieczarka", "pieprz czarny", "pomidorki koktajlowe", "ser ementaler", "sól", "szynka gotowana", "estragon świeży");"436,5";"22,6";"36,9";"22,6";"22,6"
"mandarynkowy-pulled-pork";c("cebula", "ząbek czosnku", "koncentrat pomidorowy", "mięso wieprzowe łopatka", "mandarynka", "miód", "musztarda dijon", "ocet balsamiczny", "olej", "pieprz czarny", "sos sojowy", "sól");"628";"40,6";"28,5";"2,9";"36,9"
"szynka-w-glazurze-miodowo-porzeczkowej";c("burak", "pieprz czarny", "estragon suszony", "goździki", "masło", "miód", "oliwa z oliwek", "rozmaryn suszony", "sól", "szynka wieprzowa", "ziemniak", "musztarda dijon", "dżem porzeczkowy", "sok z czarnej porzeczki");"285,5";"9,1";"47,5";"3,2";"3,2"
"poledwiczki-wieprzowe-z-czekolada";c("pieprz czarny", "czekolada gorzka", "papryczka chili czerwona", "olej", "sól", "szalotka", "tymianek świeży", "wino białe", "limonka", "polędwiczka wieprzowa", "ser kozi", "śmietana 30%", "ząbek czosnku");"730,4";"44,7";"11,2";"64,8";"64,8"
"golabki-z-kasza-peczak-i-grzybami";c("bulion warzywny", "ząbek czosnku", "kapusta włoska", "kasza pęczak", "masło", "olej rzepakowy", "pieczarka", "pieprz czarny", "sól", "śliwka suszona", "majeranek suszony", "szalotka", "świeży koperek", "miód", "oliwa z oliwek", "pieprz czarny", "passata pomidorowa", "sól", "bazylia świeża");"413,6";"9,0";"74,8";"14,4";"14,4"
"poledwica-wolowa-z-zielonym-pieprzem-i-sosem-waniliowym";c("brokuł", "pieprz czarny", "masło klarowane", "olej", "sól", "szalotka", "wanilia", "bulion wołowy", "makaron tagliatelle", "polędwica wołowa", "śmietana 30%", "pieprz zielony", "sherry");"625,8";"26,3";"51";"46,4";"46,4"
"orientalny-gulasz-jagniecy-z-ciecierzyca";c("bulion warzywny", "cebula czerwona", "cynamon", "pieprz czarny", "liść laurowy", "marchew", "olej słonecznikowy", "sól", "włoszczyzna", "ciecierzyca konserwowa", "pomidory krojone z puszki", "garam masala", "jagnięcina, udo", "pieprz cayenne");"180,2";"4,9";"29";"6,2";"6,2"
"bezglutenowe-pancakes-z-musem-jablkowym";c("banan", "cynamon", "jajko", "mleko", "cytryna", "miód", "woda", "jabłko czerwone");"100,5";"3,1";"15,6";"4,6";"4,6"
"ryba-smazona-z-salatka-z-fasoli";c("ocet balsamiczny", "cukier brązowy", "cebula", "pomidor czerwony", "fasola czerwona z puszki", "fasola szparagowa", "olej słonecznikowy", "sól", "kolendra świeża", "gorczyca", "pieprz cayenne, ziarnisty", "masło", "olej słonecznikowy", "papryka mielona ostra", "sól", "ząbek czosnku", "plamiak filet", "pieprz cayenne, ziarnisty");"480,1";"23";"33,8";"38";"38"
"gulasz-wieprzowy-z-kiszona-kapusta-i-gnocchi";c("bulion warzywny", "pieprz czarny", "kumin", "masło", "musztarda", "mięso wieprzowe schab", "sól", "szalotka", "śmietana 18%", "kapusta kwaszona", "gnocchi");"707";"27,3";"66,4";"39,1";"39,1"
"karp-w-galarecie";c("cebula", "cytryna", "pieprz czarny", "korzeń pietruszki", "lubczyk świeży", "olej", "por", "seler", "sól", "woda", "ziele angielskie", "żelatyna", "karp filet");"319,4";"14,3";"16,2";"31,2";"31,2"
"burgery-z-karpia-z-konfitura-z-czerwonej-cebuli";c("chleb wieloziarnisty", "cebula czerwona", "ząbek czosnku", "limonka", "majonez", "karp filet", "miód", "musztarda francuska", "natka pietruszki", "ocet balsamiczny", "papryczka chili czerwona", "pieprz czarny", "sól", "morele suszone", "pomidor suszony", "ziele angielskie");"727,8";"18,6";"100,1";"42,3";"42,3"
"placki-z-selera";c("jajko", "seler", "natka pietruszki", "olej rzepakowy", "pieprz czarny", "płatki owsiane", "sól", "szczypior cebuli", "woda");"60,7";"3,8";"4,5";"2,4";"2,4"
"gulasz-z-jelenia";c("ocet balsamiczny", "pieprz czarny", "dżem wiśniowy", "masło", "olej", "seler", "sól", "tymianek świeży", "ziemniak", "piwo ciemne", "chleb ze słonecznikiem", "ząbek czosnku", "cynamon, laska", "udziec jelenia");"665,7";"30,9";"50,7";"38,4";"38,4"
"szakszuka-z-kuminem";c("cebula", "chleb wiejski", "jajko", "masło", "kminek mielony", "cebula dymka", "olej", "oliwa z oliwek", "papryczka chili czerwona", "passata pomidorowa");"487,9";"28,6";"43,6";"13,3";"13,3"
"tyrolski-grostl";c("burak", "cebula", "jabłko czerwone", "majeranek", "olej słonecznikowy", "pieprz czarny", "natka pietruszki", "sól", "ziemniak");"182,6";"9";"26,3";"2,1";"2,1"
"szpecle-ze-szpinakiem-z-serem";c("cebula dymka", "pieprz czarny", "gałka muszkatołowa mielona", "jajko", "masło", "mleko", "sól", "śmietana 18%", "wino białe", "mąka pszenna", "ser ementaler", "szpinak baby");"843,7";"39,6";"82";"35,7";"35,7"
"okragle-cukinie-z-farszem-z-miesa-mielonego";c("cukinia", "pieprz czarny", "jajko", "masło", "pomidor suszony", "sól", "tymianek suszony", "mięso mielone wieprzowe", "czerstwe pieczywo pszenne", "ser ementaler");"386,2";"20,2";"26,5";"28,1";"28,1"
"makaron-z-musem-jablkowym";c("bulion warzywny", "cebula", "pieprz czarny", "gałka muszkatołowa mielona", "masło", "sól", "szczypior cebuli", "ziemniak", "boczek surowy", "makaron penne", "śmietana 30%", "mus jabłkowy", "ser ementaler");"818,7";"54,9";"63,2";"17,2";"17,2"
"smazone-okonie-z-chlebowa-salatka";c("pieprz biały", "olej", "sól", "mąka pszenna", "labraks filet", "ocet jabłkowy", "olej rzepakowy", "pestki dyni", "natka pietruszki", "chleb wiejski", "ząbek czosnku", "ser bursztyn");"721,3";"30,7";"39,8";"38,6";"38,6"
"pulpety-gryczane-w-delikatnym-winnym-sosie";c("cebula", "pieprz czarny", "grzyby suszone", "kasza gryczana", "masło klarowane", "natka pietruszki", "sos sojowy", "sól", "tymianek świeży", "wino białe", "woda", "nasiona chia", "mleczko kokosowe", "orzech nerkowca", "ząbek czosnku", "makaron ryżowy");"636,3";"20,2";"98,6";"10";"10"
"orkiszowe-pierogi-ruskie";c("gałka muszkatołowa mielona", "woda", "mąka orkiszowa", "olej rzepakowy", "sól", "cebula", "twaróg chudy", "olej rzepakowy", "pieprz czarny", "sól", "ziemniak");"265,4";"8,0";"36,7";"11,8";"11,8"
"jesiotr-parzony-w-masle-z-sokiem-z-kiszonej-kapusty-i-smazona-dynia";c("cebula", "ząbek czosnku", "dynia hokkaido", "filet z jesiotra", "kapusta kiszona", "kolendra świeża", "limonka", "liść laurowy", "masło", "miód", "olej", "pieprz czarny", "sok z kapusty kiszonej", "sól", "ziele angielskie");"551,7";"40,6";"22,5";"24,8";"24,8"
"sliwkowe-piersi-gesi";c("bulion warzywny", "cytryna", "pieprz czarny", "majeranek", "miód", "powidła śliwkowe", "smalec gęsi", "sól", "jabłko czerwone", "gęś filet, mrożony");"1016,1";"65,7";"30,6";"77,8";"77,8"
"nogi-gesi-w-piwie-z-pieczona-kapusta";c("kapusta biała", "pieprz biały", "cebula", "papryczka chili czerwona", "goździki", "imbir świeży", "masło", "miód", "kolendra ziarna", "olej", "oliwa z oliwek", "sól", "tymianek świeży", "ziele angielskie", "żurawina suszona", "piwo ciemne", "limonka", "gęś udko", "ząbek czosnku");"832,8";"69,3";"23,4";"27";"27"
"dynia-makaronowa-z-sosem-pomidorowym-z-oliwkami";c("bazylia świeża", "cebula czerwona", "cukier", "pieprz czarny", "koncentrat pomidorowy", "oliwa z oliwek", "oliwki zielone", "sól", "wino czerwone", "pomidory krojone z puszki", "dynia makaronowa");"270,3";"7,7";"50,6";"6,1";"6,1"
"tajine-dyniowy-z-indykiem-i-jablkiem";c("bulion drobiowy", "cebula", "cynamon", "cytryna", "pieprz czarny", "kumin", "olej słonecznikowy", "papryka mielona ostra", "pestki dyni", "sól", "dynia hokkaido", "indyk pierś", "ryż długoziarnisty", "jabłko czerwone");"689,6";"12,6";"92,7";"8,9";"55,8"
"placki-dyniowo-imbirowe-z-twarozkiem-i-gruszkami";c("cebula dymka", "cynamon", "cytryna", "gruszka", "imbir świeży", "jajko", "miód", "olej słonecznikowy", "sól", "ser twaróg półtłusty", "dynia hokkaido", "mąka pszenna");"310,6";"10,3";"49,5";"13,4";"13,4"
"smazony-losos-z-zapiekanka-z-dyni-i-pora";c("bulion warzywny", "dynia hokkaido", "łosoś filet, bez skóry", "olej słonecznikowy", "pestki dyni", "pieprz czarny", "pomarańcza", "por", "szałwia świeża", "śmietana 30%", "masło");"777,1";"54,6";"26,5";"45,3";"45,3"
"risotto-z-dynia";c("wino białe", "pieprz biały", "bulion warzywny", "cytryna", "ząbek czosnku", "dynia piżmowa", "grana padano", "kolendra ziarna", "kumin", "masło", "oliwa z oliwek", "ryż do risotto", "sól", "szalotka", "tymianek świeży");"1421,1";"84,5";"134,1";"13,4";"24,7"
"spaghetti-z-dynia-i-borowikami";c("makaron spaghetti", "oliwa z oliwek", "natka pietruszki", "sól", "tymianek suszony", "borowiki suszone", "dynia hokkaido", "ser pecorino", "ząbek czosnku");"718,8";"31,4";"82";"28,1";"28,1"
"spaghetti-aglio-e-olio-z-pieczona-papryka-i-rukola";c("bakłażan", "pieprz czarny", "papryczka chili czerwona", "papryka czerwona", "makaron spaghetti", "oliwa z oliwek", "parmezan", "rukola", "sól", "ząbek czosnku");"558,2";"22,7";"69,5";"20";"20"
"spaghetti-carbonara";c("boczek wędzony", "ząbek czosnku", "grana padano", "jajko", "makaron spaghetti", "oliwa z oliwek", "pieprz czarny", "sól");"1346,4";"73,7";"112,6";"54,9";"54,9"
"2-sposoby-na-pizze-z-brokulu-i-kalafiora";c("kalafior", "ząbek czosnku", "mozzarella", "jajko", "zioła prowansalskie", "sól", "pieprz czarny", "cukinia", "papryka czerwona", "papryka żółta", "cebula czerwona", "rukola", "oliwa z oliwek", "pesto", "brokuł", "jajko", "białko jaja kurzego", "oliwa z oliwek", "płatki owsiane", "oregano suszone", "czosnek granulowany", "sól", "pieprz czarny", "buraki gotowane", "ser kozi", "pestki dyni", "oliwa z oliwek", "miód", "ocet winny, czerwony", "ząbek czosnku", "sól", "pieprz czarny");"934,9";"56,9";"69,0";"47,3";"47,3"
"3-dania-fit-sniadanie-obiad-deser";c("cukier trzcinowy", "cynamon", "cytryna", "jajko", "malina", "mąka pszenna pełnoziarnista", "proszek do pieczenia", "sól", "napój roślinny", "kardamon, mielony");"455";"13";"76,5";"9,5";"15,4"
"racuchy-z-bananami";c("banan", "cukier", "cukier puder", "drożdże świeże", "jajko", "jogurt naturalny", "mleko", "olej", "sól", "mąka pszenna");"424,7";"9,5";"73,5";"14,2";"14,2"
"gnocchi-z-pesto-z-rukoli";c("pieprz biały", "jajko", "mąka pszenna", "mąka razowa", "sól", "ziemniak", "anchois", "ząbek czosnku", "grana padano", "oliwa z oliwek", "orzeszki piniowe", "papryka czerwona", "rukola");"667,9";"33,4";"72,5";"22,5";"22,5"
"uda-kurczaka-duszone-w-herbacie-z-rumem";c("pieprz czarny", "masło", "miód", "olej", "rozmaryn świeży", "rum", "sól", "szalotka", "kurczak udko", "młode ziemniaki", "limonka", "ząbek czosnku", "herbata czarna, liście");"611,3";"30,1";"23,9";"27,5";"27,5"
"kurczak-w-boczku-z-czekolada";c("bulion warzywny", "pieprz czarny", "sól", "śliwka suszona", "cytryna", "pieprz czarny", "kurczak filety z piersi", "goździki", "olej rzepakowy", "oliwa z oliwek", "sól", "tymianek świeży", "boczek wędzony w plastrach", "ząbek czosnku", "czekolada gorzka >70% kakao");"569,2";"14,1";"45,4";"40,9";"40,9"
"stek-z-jelenia";c("ocet balsamiczny", "cytryna", "pieprz czarny", "korzeń pietruszki", "liść laurowy", "marchew", "miód", "musztarda", "oliwa z oliwek", "por", "seler", "szalotka", "wino czerwone", "wódka", "ziele angielskie", "zioła prowansalskie", "jałowiec", "boczek w plastrach", "masło", "masło klarowane", "mąka ziemniaczana", "udziec jelenia");"691,9";"37,6";"32,2";"46,9";"46,9"
"gulasz-z-jelenia-w-warzywach";c("bulion wołowy", "cukinia", "marchew", "masło klarowane", "mąka pszenna", "gulasz z dziczyzny", "papryka mielona słodka", "pomidor czerwony", "por", "szalotka", "ziemniak", "cytryna", "gin", "korzeń pietruszki", "marchew", "miód", "musztarda", "ocet balsamiczny", "oliwa z oliwek", "przyprawa do mięsa", "pieprz czarny", "seler", "wino czerwone");"705,6";"19,4";"90,2";"32,2";"32,2"
"bitki-z-szynki-z-dzika";c("cebula", "ząbek czosnku", "kurki", "masło klarowane", "przyprawa do mięsa", "szynka z dzika", "śmietana 36%", "cytryna", "gin", "miód", "musztarda", "ocet balsamiczny", "oliwa z oliwek", "pieprz czarny", "wino czerwone");"547,4";"33,7";"17,9";"43,4";"43,4"
"gulasz-z-dzika-z-grzybami";c("bulion wołowy", "cebula", "grzyby suszone", "masło klarowane", "mąka pszenna", "mięso gulaszowe z dzika", "śmietana 36%", "cytryna", "gin", "miód", "musztarda", "ocet balsamiczny", "oliwa z oliwek", "przyprawa do mięsa", "pieprz czarny", "wino czerwone");"620,9";"33,9";"35,7";"46,9";"46,9"
"nalesniki-z-syropem-kawowym";c("cukier", "kawa", "masło", "mięta świeża", "limonka", "śmietana 30%", "cukier wanilinowy", "jajko", "masło", "mleko", "woda", "mąka pszenna");"627,4";"31,6";"79";"9";"9"
"minipizza-z-kabanosami";c("bazylia świeża", "papryczka chili czerwona", "papryka czerwona", "mozzarella", "oregano suszone", "pieczarka", "kabanos", "bazylia świeża", "pieprz biały", "cebula dymka", "papryczka chili czerwona", "oliwa z oliwek", "sól", "pomidory krojone z puszki", "ząbek czosnku", "cukier", "drożdże suszone", "oliwa z oliwek", "oregano suszone", "sól", "woda", "mąka pszenna");"591";"22,1";"74,3";"25,3";"25,3"
"kurczak-z-brokulami-i-boczniakami-z-woka";c("boczniaki", "brokuł", "bulion warzywny", "cebula dymka", "kurczak filety z piersi", "imbir świeży", "olej słonecznikowy", "olej słonecznikowy", "sok z cytryny", "sos sojowy", "sos sojowy", "sól", "olej sezamowy", "orzechy arachidowe", "ząbek czosnku");"473,3";"15";"17,3";"41,4";"41,4"
"smazony-dorsz-z-kapusta-i-pomaranczami";c("cebula", "kapusta pekińska", "olej słonecznikowy", "pieprz czarny", "pomarańcza", "sól", "awokado", "cytryna", "dorsz filet", "masło klarowane", "pieprz czarny", "sól", "śmietana 18%");"572,6";"34,0";"19,8";"48,5";"48,5"
"zapiekana-poledwica-wieprzowa-na-bialej-fasoli";c("bazylia świeża", "cebula", "pieprz czarny", "fasola biała z puszki", "mozzarella", "oliwa z oliwek", "pomidorki koktajlowe", "rozmaryn świeży", "sól", "wino białe", "polędwiczka wieprzowa", "ząbek czosnku");"498,1";"20,8";"26,9";"48,2";"48,2"
"amelki-placuszki-serowe-z-borowkami";c("borówki", "cukier wanilinowy", "jajko", "masło", "masło", "proszek do pieczenia", "wanilia", "mąka pszenna");"356,4";"12,6";"49,6";"10,9";"10,9"
"ryz-basmati-z-kurczakiem-w-sosie-pomaranczowym";c("ocet balsamiczny", "pieprz biały", "cukier", "kurczak filety z piersi", "masło klarowane", "mięta świeża", "sok pomarańczowy", "sól", "ryż basmati");"537,1";"5,2";"66,1";"31";"31"
"racuszki-jogurtowe-z-sosem-pomaranczowym";c("cukier", "jajko", "jogurt naturalny", "mąka pszenna", "olej", "olej słonecznikowy", "soda oczyszczona", "likier kokosowy", "limonka", "masło", "sok pomarańczowy", "imbir świeży");"785,9";"37,5";"79,2";"23,6";"23,6"
"pita-z-feta-cukinia-i-cebula-podana-z-salatka";c("cebula czerwona", "cukinia", "świeży koperek", "oliwa z oliwek", "oregano suszone", "ser feta", "chlebek pita", "cebula czerwona", "cytryna", "pomidor czerwony", "świeży koperek", "ogórek", "oliwa z oliwek", "oliwki zielone", "oregano suszone", "papryka zielona", "ser feta");"307,8";"10,6";"47,1";"11,1";"11,1"
"pizza-makaronowa";c("bazylia świeża", "cukier", "ząbek czosnku", "pomidory krojone z puszki", "makaron penne", "mozzarella", "oliwa z oliwek", "oregano suszone", "pieczarka", "kiełbasa salami", "sól", "tymianek suszony");"328,8";"18,5";"25,2";"17,3";"17,3"
"pieczone-udka-z-ziemniakami-i-biala-kapusta";c("kapusta biała", "pieprz czarny", "majonez", "masło", "oregano suszone", "sól", "kurczak udko", "ziemniak", "kwasek cytrynowy");"435,6";"20,2";"29,3";"21,1";"21,1"
"krolik-z-musztarda-pieczony-w-rekawie";c("liść laurowy", "ocet winny", "pieprz czarny, ziarnisty", "sól", "ziele angielskie", "sok jabłkowy", "miód", "musztarda francuska", "ocet winny", "sól", "śliwka suszona", "szalotka", "królik, tuszka");"447,1";"10,6";"63,3";"25,3";"25,3"
"krolik-w-sosie-smietanowym";c("pieprz biały", "cebula", "kurki", "liść laurowy", "majeranek", "marchew", "masło", "oliwa z oliwek", "sól", "ziele angielskie", "szałwia świeża", "makaron penne", "śmietana 30%", "ząbek czosnku", "królik, elementy");"735,8";"41,7";"64,9";"26,5";"26,5"
"kuskus-z-duszona-salata-i-kremem-czosnkowym";c("pieprz czarny", "jogurt grecki", "kumin", "kolendra mielona", "oliwa z oliwek", "pomarańcza", "sól", "ząbek czosnku", "pieprz czarny", "oliwa z oliwek", "pomarańcza", "sałata rzymska", "sól", "sól", "szafran", "kasza kuskus");"393,6";"7,3";"64,2";"18,6";"18,6"
"polenta-z-sosem-z-pieczonej-papryki";c("cukier brązowy", "pieprz czarny", "papryka czerwona", "oliwa z oliwek", "papryka żółta", "sól", "zioła prowansalskie", "pomidory krojone z puszki", "ząbek czosnku", "bulion warzywny", "pieprz czarny", "masło klarowane", "parmezan", "kasza kukurydziana");"276,6";"10,8";"37,3";"10,2";"10,2"
"strogonow-po-wegetariansku";c("cebula", "pieprz czarny", "mąka ziemniaczana", "oliwa z oliwek", "pieczarka", "sos sojowy", "śmietana 12%", "tymianek świeży", "tofu");"176,4";"8,1";"18,4";"10,9";"10,9"
"warzywa-stir-fry-po-tajsku";c("bazylia świeża", "cebula dymka", "papryczka chili czerwona", "imbir świeży", "minikolby kukurydzy", "mąka ziemniaczana", "olej rzepakowy", "pieczarka", "ryż jaśminowy", "sałata rzymska", "sos sojowy", "sól", "limonka", "mleczko kokosowe", "trawa cytrynowa", "groszek cukrowy", "ząbek czosnku");"571,4";"24,2";"79,5";"5,2";"13,3"
"srodziemnomorska-babka-ziemniaczana";c("bakłażan", "pieprz czarny", "pomidor czerwony", "jajko", "oliwa z oliwek", "oliwki zielone", "rozmaryn świeży", "sól", "ziemniak", "ser gouda", "śmietana 30%", "ząbek czosnku");"422,7";"25,7";"35";"15";"15"
"smazony-seler-z-boczkiem-i-migdalami";c("cebula", "pieprz czarny", "gałka muszkatołowa mielona", "masło", "oliwa z oliwek", "pasternak", "natka pietruszki", "migdały płatki", "seler", "sól", "ziemniak", "boczek surowy");"421";"26,7";"41,4";"4,9";"4,9"
"dal-z-soczewicy";c("bulion warzywny", "cebula", "cynamon", "pieprz czarny", "imbir świeży", "kumin", "kurkuma mielona", "olej słonecznikowy", "rodzynki", "ryż jaśminowy", "sól", "kolendra świeża", "kolendra świeża", "limonka", "mleczko kokosowe", "ząbek czosnku", "soczewica brązowa");"507,8";"21,7";"76,1";"11,1";"11,1"
"ziemniak-pieczony-w-lupinie-z-szybkim-chilli";c("cebula czerwona", "cukier", "fasola czerwona z puszki", "koncentrat pomidorowy", "oregano suszone", "sól", "pomidory krojone z puszki", "ząbek czosnku", "pieprz cayenne", "oliwa z oliwek", "sól", "ziemniak", "ser cheddar");"349";"10,9";"49,5";"16,5";"16,5"
"podplomyki-z-koprem-wloskim-i-brzoskwinia";c("brzoskwinia", "cebula dymka", "cukier", "pieprz czarny", "papryka czerwona", "drożdże świeże", "oliwa z oliwek", "sól", "śmietana 18%", "tymianek świeży", "fenkuł", "mąka pszenna", "ser kozi");"484,1";"17,2";"69,2";"15,9";"15,9"
"szybki-wegeburger";c("cebula dymka", "ciabatta", "imbir świeży", "musztarda", "oliwa z oliwek", "papryka żółta", "pieprz cayenne, ziarnisty", "pomidor czerwony", "sos sojowy", "sól", "cremé fraîche", "tofu, wędzone");"420,9";"17,3";"46,9";"19,2";"19,2"
"cannelloni-z-ricotta-i-orzeszkami-piniowymi";c("bazylia świeża", "cebula czerwona", "cukier", "cytryna", "pieprz czarny", "pomidor czerwony", "mozzarella", "oliwa z oliwek", "parmezan", "sól", "orzeszki piniowe", "makaron cannelloni", "ser ricotta", "ząbek czosnku");"609,1";"35,4";"42,7";"31,7";"31,7"
"gulasz-z-chorizo-z-ciecierzyca-w-tortilli";c("cebula dymka", "cukier", "pieprz czarny", "pomidor czerwony", "oliwa z oliwek", "natka pietruszki", "sól", "wino czerwone", "ciecierzyca konserwowa", "pomidory krojone z puszki", "chorizo", "ząbek czosnku", "tortilla", "ser manchego, plastry");"497,6";"28,6";"29,9";"20,9";"20,9"
"tortilla-ziemniaczana-z-fuetem-i-sosami";c("awokado", "bazylia świeża", "pieprz czarny", "kumin", "ocet winny, biały", "oliwa z oliwek", "papryka zielona", "sól", "kolendra świeża", "ząbek czosnku", "cebula", "pieprz czarny", "jajko", "oliwa z oliwek", "sól", "ziemniak", "kolendra świeża", "chorizo", "ząbek czosnku", "papryka grillowana piquillo", "pieprz czarny", "papryczka chili czerwona", "papryka czerwona", "pomidor czerwony", "kumin", "ocet winny, czerwony", "oliwa z oliwek", "papryka mielona słodka", "sól", "ząbek czosnku", 
"papryka grillowana piquillo");"337,7";"23,2";"14,4";"18";"18"
"udka-kurczaka-z-pieczonymi-warzywami";c("burak", "cukinia", "papryka czerwona", "marchew", "oliwa z oliwek", "papryka mielona słodka", "pieprz ziołowy, mielony", "pomidorki koktajlowe", "sól", "tymianek suszony", "tymianek świeży", "kurczak udko", "ziemniak", "szparagi zielone", "ząbek czosnku");"390";"13,2";"33,3";"21,9";"21,9"
"schab-na-dwa-sposoby";c("bazylia świeża", "cebula", "pieprz czarny", "olej", "oliwa z oliwek", "natka pietruszki", "mięso wieprzowe schab", "sól", "grana padano", "bagietka", "anchois");"2884";"171,6";"187,6";"15,6";"144"
"risotto-z-indykiem-cytryna-i-serkiem-mascarpone";c("pieprz biały", "cebula", "cytryna", "groszek, mrożony", "masło", "oliwa z oliwek", "pomidorki koktajlowe", "por", "ser mascarpone", "sól", "tymianek świeży", "wino białe", "ser pecorino", "ryż do risotto", "indyk golonka", "ząbek czosnku");"584,2";"22,2";"63,5";"28,3";"28,3"
"musaka-bulgarska";c("cebula", "pieprz czarny", "pomidor czerwony", "jajko", "masło", "mleko", "olej", "sól", "ziemniak", "cząber", "ser żółty", "mąka pszenna", "mięso mielone, drobiowe");"545,9";"29,8";"35,1";"34,3";"34,3"
"pierogi-z-truskawkami-i-sliwkami";c("cukier puder", "jajko", "masło", "sól", "wanilia", "woda", "mąka pszenna", "sok z buraka", "cynamon", "mąka ziemniaczana", "śliwka", "mąka ziemniaczana", "mięta świeża", "truskawka", "mąka pszenna");"431,5";"10";"74";"12";"12"
"grillowane-szaszlyki-z-kurczaka-z-sosem-z-masla-orzechowego-i-salatka-z-fasolki-szparagowej";c("boczek wędzony w plastrach", "curry", "ząbek czosnku", "fasola szparagowa", "limonka", "masło orzechowe", "miód", "oliwa z oliwek", "kurczak filety z piersi", "pomidorki koktajlowe", "rukola", "sos sojowy", "pieprz czarny");"685,7";"13,1";"27";"5,7";"69,3"
"grillowana-makrela-w-ostrej-marynacie";c("ząbek czosnku", "makrela wędzona", "masło", "papryczka chili czerwona", "pieprz czarny", "papryka mielona słodka", "sól", "kolendra świeża");"649,3";"59";"3,6";"25";"25"
"kurczak-i-brukselka-w-sosie-pomaranczowym";c("brukselka", "bulion warzywny", "cebula", "pieprz czarny", "kurczak filety z piersi", "masło klarowane", "pomarańcza", "sól", "dżem pomarańczowy", "śmietana 30%");"363,8";"10,7";"24,2";"26,4";"26,4"
"kurczak-z-sosem-paprykowym";c("bulion warzywny", "cebula", "pieprz czarny", "papryka czerwona", "pomidor czerwony", "oliwa z oliwek", "papryka mielona słodka", "papryka żółta", "rozmaryn świeży", "sól", "tymianek suszony", "śmietana 30%", "kurczak polędwiczki");"261,4";"14,2";"18,9";"16,3";"16,3"
"indyjski-kurczak-chili";c("cukier brązowy", "bulion drobiowy", "cebula", "papryczka chili czerwona", "papryka czerwona", "kurczak filety z piersi", "imbir świeży", "kolendra mielona", "olej słonecznikowy", "papryka zielona", "papryka żółta", "pomidorki koktajlowe", "sól", "ryż basmati", "kurczak pałki z kurczaka", "śmietana 30%", "trawa cytrynowa", "ząbek czosnku");"691,8";"22,6";"43,9";"52,2";"52,2"
"kurczak-z-ryzem-w-pomidorach-jollof";c("bulion mięsny", "cebula", "cukier", "pieprz czarny", "papryczka chili czerwona", "fasola szparagowa", "koncentrat pomidorowy", "kurczak", "marchew", "olej słonecznikowy", "sól", "tymianek suszony", "pomidory krojone z puszki", "ryż długoziarnisty", "sos worcester");"932,7";"51,5";"59,2";"56,3";"56,3"
"marynowany-kurczak-z-piekarnika-murgh-tandoori";c("cebula", "cynamon", "pieprz czarny", "papryczka chili czerwona", "kurczak filety z piersi", "goździki mielone", "imbir świeży", "jogurt naturalny", "kumin", "kurkuma mielona", "kolendra mielona", "sól", "kurczak pałki z kurczaka", "limonka", "ząbek czosnku", "kardamon, mielony");"392,6";"11,4";"7,4";"44,7";"44,7"
"kurczak-w-smietanie-z-szampanem-i-pilawem-grzybowym";c("bulion warzywny", "pieprz czarny", "kurczak filety z piersi", "masło klarowane", "pieczarka", "sól", "tymianek suszony", "szafran", "szalotka", "ryż długoziarnisty", "śmietana 30%", "szampan");"458,2";"18,9";"30";"22";"22"
