"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"golonka-na-sposob-azjatycki";c("pieprz czarny", "liść laurowy", "ziele angielskie", "mięso wieprzowe golonka z kością", "sól", "ząbek czosnku", "miód", "pieprz czarny", "piwo", "sól", "sos sojowy", "chili mielone");"212,2";"3,3";"14,6";"25,3";"25,3"
"golonka-po-bawarsku";c("ziele angielskie", "cebula", "kostka rosołowa drobiowa", "por", "korzeń pietruszki", "seler", "liść laurowy", "marchew", "mięso wieprzowe golonka z kością", "pieprz czarny", "sól", "cebula", "piwo ciemne", "ząbek czosnku", "kminek cały", "majeranek", "papryka mielona słodka");"572";"11,1";"38,6";"77,0";"77,0"
"kotlety-z-kaszy-gryczanej-i-twarogu";c("bułka tarta", "bułka tarta", "cebula", "pieprz czarny", "jajko", "kasza gryczana", "świeży koperek", "majeranek", "olej rzepakowy", "sól", "sól", "ser twaróg półtłusty", "ząbek czosnku");"520";"11,5";"79,5";"7,7";"22,4"
"schab-z-sosem-pomidorowo-ziolowym-i-puree-borowikowo-ziemniaczanym";c("cebula", "bazylia świeża", "wino białe", "ząbek czosnku", "masło", "mleko", "natka pietruszki", "cukier", "oliwa z oliwek", "pieczarka", "pieprz czarny", "pomidory krojone z puszki", "mięso wieprzowe schab", "sól", "oregano suszone", "borowiki suszone", "śmietana 30%", "ziemniak");"468,6";"33";"12,6";"28,2";"28,2"
"schab-pieczony-z-oliwkami-i-salatka-z-grillowanego-baklazana";c("cytryna", "bakłażan", "cebula dymka", "papryka czerwona", "jajko", "pieprz biały", "ząbek czosnku", "mąka pszenna", "płatki kukurydziane", "pomidorki koktajlowe", "mięso wieprzowe schab", "ser feta", "sól", "mięta świeża", "oliwki zielone", "oliwa z oliwek");"537,5";"31,9";"49,7";"18,1";"18,1"
"udka-kurczaka-z-cytryna-miodem-i-zapiekanymi-ziemniakami";c("ocet winny", "cytryna", "sałata masłowa", "szalotka", "pomidorki koktajlowe", "imbir świeży", "kurczak udko", "ząbek czosnku", "masło", "miód", "musztarda dijon", "oliwa z oliwek", "pieprz czarny", "rozmaryn suszony", "sól", "oregano suszone", "ziemniak");"871,3";"57,2";"48,7";"40,4";"40,4"
"pieczony-kurczak-w-sezamie-na-szpinaku-z-pikantnymi-ziemniakami";c("cebula", "cytryna", "papryczka chili czerwona", "kurczak podudzie", "pieprz biały", "ząbek czosnku", "gałka muszkatołowa mielona", "majeranek suszony", "masło", "miód", "oliwa z oliwek", "rozmaryn suszony", "papryka mielona słodka", "sól", "pomidor suszony", "szpinak baby", "śmietana 30%", "sezam biały", "ziemniak", "olej rzepakowy");"1076,8";"80,2";"56,7";"7,3";"37,1"
"faszerowany-makaron-lumaconi";c("cebula", "jajko", "chleb tostowy", "makaron muszelki", "masło", "mięso mielone wołowo", "mleko", "oliwa z oliwek", "ser ementaler", "pomidor suszony", "cebula", "bazylia świeża", "cukier", "ząbek czosnku", "masło", "oliwa z oliwek", "pomidorki koktajlowe", "oregano suszone");"1208,8";"52,6";"128,5";"61,1";"61,1"
"spaghetti-bolognese-ze-swiezym-szpinakiem";c("ząbek czosnku", "cebula", "seler", "marchew", "pieprz biały", "wino czerwone", "grana padano", "mięso mielone wołowo", "gałka muszkatołowa mielona", "pomidory krojone z puszki", "sól", "oregano suszone", "szpinak baby", "bazylia świeża", "makaron spaghetti", "oliwa z oliwek");"1138,9";"57,9";"92,4";"61,9";"61,9"
"pstrag-lososiowy-ze-szpinakiem-i-czosnkiem";c("pstrąg, filet", "ząbek czosnku", "masło", "orzech włoski", "ser feta", "pieprz czarny", "szpinak baby");"540,1";"35,1";"3,6";"53,6";"53,6"
"pstrag-z-grzybami";c("cebula", "pstrąg łososiowy swieży filet", "boczek wędzony", "cytryna", "ząbek czosnku", "masło", "mąka pszenna", "natka pietruszki", "olej", "pieczarka", "pieprz czarny", "sól");"910,2";"47,6";"57,8";"65,7";"65,7"
"pieczona-kaczka-z-cykoria";c("olej rzepakowy", "kaczka", "pomarańcza", "cykoria", "ocet winny, biały", "wino białe", "curry", "mięta świeża", "mix sałat", "musztarda dijon", "oliwa z oliwek", "rodzynki", "sól", "pieprz czarny", "masło");"1871,8";"166,7";"40";"49,3";"49,3"
"serowe-placuszki-z-sosem-malinowym";c("cukier puder", "cukier wanilinowy", "jajko", "olej", "proszek do pieczenia", "ser twaróg półtłusty", "mąka pszenna", "cukier trzcinowy", "wino czerwone", "maliny mrożone");"823,4";"56";"62,2";"25,2";"25,2"
"cukinia-z-pikantnym-farszem-wolowym";c("cebula", "marchew", "papryczka chili czerwona", "por", "papryka żółta", "cukinia", "koncentrat pomidorowy", "śmietana 18%", "natka pietruszki", "olej rzepakowy", "pieprz czarny", "ser gouda", "papryka mielona słodka", "sól", "tymianek suszony", "mięso mielone wołowe");"436,2";"23";"28,3";"31,3";"31,3"
"szynka-pieczona-w-skorupce-z-musztardy-z-zielona-soczewica";c("cebula", "por", "szalotka", "marchew", "wino białe", "boczek wędzony", "ząbek czosnku", "masło", "musztarda dijon", "natka pietruszki", "pieprz czarny", "sól", "soczewica zielona", "majeranek suszony", "oregano suszone", "szynka wieprzowa");"665,3";"35,7";"54,2";"25,9";"25,9"
"aromatyczny-pstrag-pieczony-w-ziolach";c("cebula", "cytryna", "pieprz biały", "ząbek czosnku", "sól", "ząbek czosnku", "świeży koperek", "sól", "masło", "pstrąg łososiowy swieży filet", "oliwa z oliwek", "cebula", "pieprz biały", "cukinia", "ząbek czosnku", "oliwa z oliwek", "seler naciowy", "sól", "cytryna", "wino białe", "imbir świeży", "masło", "miód", "pomidory krojone z puszki", "śmietana 30%", "sól", "kolendra ziarna");"825,1";"51,8";"37,1";"58,7";"58,7"
"zapiekanka-sledziowa-z-camembertem-ziemniakami-i-porem";c("ser camembert", "por", "jajko", "ziemniak", "wino białe", "śledzie matiasy", "masło", "mix sałat", "mleko", "natka pietruszki", "oliwa z oliwek", "pieprz czarny", "pistacje", "sól", "śmietana 30%");"719,2";"50,4";"27,1";"35";"35"
"pieczony-losos-z-salatka-chlebowa";c("limonka", "papryczka chili czerwona", "ząbek czosnku", "miód", "oliwa z oliwek", "sól", "sos sojowy", "kolendra świeża", "ząbek czosnku", "chleb wiejski", "oliwa z oliwek", "pieprz czarny", "pistacje", "pomidorki koktajlowe", "ser kozi", "sól", "kolendra świeża", "kolendra ziarna", "jajko", "miód", "piwo", "kolendra ziarna", "łosoś filet, bez skóry", "oliwa z oliwek");"1356,9";"70,3";"100,8";"70,6";"70,6"
"palia-w-cytrynach";c("cytryna", "palia", "liść laurowy", "wino białe", "ząbek czosnku", "masło", "natka pietruszki", "pieprz czarny", "sól");"227,6";"9,1";"5,9";"19,6";"19,6"
"losos-w-sojowo-imbirowej-marynacie";c("cytryna", "łosoś filet, bez skóry", "limonka", "ząbek czosnku", "imbir świeży", "miód", "pieprz czarny", "sok z limonki", "sól", "sos sojowy");"458,3";"26,8";"12,5";"41,7";"41,7"
"krolik-duszony-w-marchewce-i-masle";c("królik, tuszka", "papryczka chili czerwona", "cebula", "wino białe", "pieprz biały", "boczek parzony", "ząbek czosnku", "seler", "marchew", "masło", "groszek, mrożony", "natka pietruszki", "oliwa z oliwek", "por", "śmietana 30%", "sól", "majeranek suszony", "tymianek świeży");"824,8";"67,6";"31,9";"20,5";"20,5"
"hamburger-zebra";c("cebula czerwona", "pomidor czerwony", "jajko", "bułka hamburgerowa", "sałata masłowa", "ogórek konserwowy", "kapar", "ketchup", "pieprz cayenne", "masło", "mięso mielone wołowe", "mix sałat", "musztarda dijon", "ocet winny, czerwony", "olej słonecznikowy", "oliwa z oliwek", "sos sojowy", "sól", "pieprz czarny");"458,1";"20,9";"40,6";"25,9";"25,9"
"hamburger-z-grillowanym-pomidorem-i-cebula";c("cytryna", "pomidor czerwony", "papryczka chili czerwona", "jajko", "cebula", "bułka hamburgerowa", "pieprz biały", "boczek parzony", "ząbek czosnku", "kminek cały", "ogórek konserwowy", "mięso mielone wołowe", "musztarda dijon", "natka pietruszki", "olej słonecznikowy", "oliwa z oliwek", "seler naciowy", "sól");"403,8";"21,5";"43";"10,7";"10,7"
"kieszonka-z-pstraga-faszerowana-serem-ricotta-z-pachnacym-ryzem";c("ryż basmati", "cebula", "cebula czerwona", "jajko", "cytryna", "pstrąg łososiowy swieży filet", "chleb wiejski", "curry", "ząbek czosnku", "musztarda dijon", "natka pietruszki", "oliwa z oliwek", "pieprz czarny", "ser ricotta", "sól");"1048,1";"41,1";"99,4";"74";"74"
"pstrag-lososiowy-w-papilotach-na-puree-z-selera";c("ziemniak", "pieprz biały", "bazylia świeża", "seler", "masło", "oliwa z oliwek", "sól", "limonka", "miód", "oliwa z oliwek", "sól", "ziele angielskie", "limonka", "wino białe", "pieprz biały", "bazylia świeża", "masło", "oliwa z oliwek", "por", "pstrąg łososiowy swieży filet", "sól", "imbir świeży", "cytryna", "bazylia świeża", "miód", "musztarda dijon", "oliwa z oliwek");"912,7";"72,8";"22,8";"38,3";"38,3"
"pierogi-z-jagodami";c("bułka tarta", "jagody", "jogurt grecki", "masło", "oliwa z oliwek", "sól", "woda", "mąka pszenna", "cukier puder", "jagody", "żółtko jaja kurzego", "woda", "mąka pszenna", "cukier puder", "jagody", "mąka ziemniaczana", "cukier puder", "jagody", "jogurt naturalny");"547";"13,7";"89,7";"15,5";"15,5"
"krolik-w-sosie-musztardowym-z-zapiekanka-kukurydziana";c("olej słonecznikowy", "musztarda francuska", "kostka rosołowa warzywna", "królik, tuszka", "szalotka", "masło", "rozmaryn świeży", "śmietana 30%", "sól", "pieprz czarny", "oliwki czarne", "jajko", "gałka muszkatołowa mielona", "kasza kukurydziana", "masło", "mleko 3,2%", "grana padano, tarty", "sól", "pieprz czarny");"1134,4";"61,8";"71,1";"71,4";"71,4"
"wolowina-w-czerwonym-winie-dla-niego";c("marchew", "cebula", "wino czerwone", "rodzynki", "pieczarka", "olej", "pieprz czarny", "papryka mielona słodka", "sos sojowy", "tymianek świeży", "mięso wołowe");"856,4";"46,6";"49,8";"42,9";"42,9"
"krewetki-w-mleku-kokosowym-dla-niej";c("cukinia", "cebula", "papryczka chili czerwona", "curry", "ząbek czosnku", "imbir świeży", "krewetki", "mleczko kokosowe", "olej rzepakowy", "kolendra świeża", "pieprz czarny");"615,7";"37,1";"31,9";"40,8";"40,8"
"chili-con-carne";c("papryka czerwona", "papryczka chili czerwona", "cebula", "fasola czerwona z puszki", "ząbek czosnku", "kminek cały", "mięso mielone wieprzowe", "oliwa z oliwek", "oregano suszone", "pieprz cayenne, ziarnisty", "pomidory krojone z puszki", "sól", "bulion warzywny");"336,7";"13,7";"35,8";"20,8";"20,8"
"cannelloni-z-miesem-w-sosie-porowym";c("bazylia świeża", "wino białe", "cebula", "ciecierzyca", "papryka czerwona", "ząbek czosnku", "gałka muszkatołowa mielona", "jajko", "majeranek suszony", "makaron lazania", "mięso mielone wołowo", "mleko 3,2%", "olej rzepakowy", "pomidorki koktajlowe", "por", "grana padano", "śmietana 30%", "papryczka chili czerwona");"1413,9";"64";"128,7";"72,2";"72,2"
"pulpeciki-wieprzowo-wolowe-w-sosie-azjatyckim";c("bazylia świeża", "cynamon", "pieprz czarny", "papryczka chili czerwona", "imbir świeży", "masło", "mąka ziemniaczana", "olej słonecznikowy", "sos sojowy", "sól", "szalotka", "ryż basmati", "kolendra świeża", "pomidory krojone z puszki", "mleczko kokosowe", "ząbek czosnku", "mięso mielone wołowo", "pieprz cayenne, ziarnisty");"867,7";"59,7";"45,9";"39,9";"39,9"
"pieczony-kurczak-z-jablkami-i-rodzynkami";c("kurczak", "miód", "oliwa z oliwek", "papryka mielona słodka", "rodzynki", "rozmaryn suszony", "sól", "majeranek suszony", "sok jabłkowy", "ząbek czosnku", "jabłko czerwone");"1103,2";"72,4";"48,7";"63,5";"63,5"
"kurczak-po-indyjsku";c("kostka rosołowa warzywna", "kurczak", "cebula", "ocet winny, biały", "curry", "cynamon", "ząbek czosnku", "masło", "orzech nerkowca", "pieprz cayenne, ziarnisty", "pomidory krojone z puszki", "przecier pomidorowy", "ryż basmati", "sól", "śmietana 30%", "imbir świeży", "kolendra świeża");"1408,2";"102,2";"48,6";"73,7";"73,7"
"kurczak-z-curry-i-warzywami-w-sosie-kokosowym";c("cebula", "cukinia", "curry", "pieprz czarny", "papryczka chili czerwona", "imbir mielony", "kurczak", "marchew", "miód", "olej rzepakowy", "sól", "kolendra świeża", "limonka", "ciecierzyca konserwowa", "pomidory krojone z puszki", "mleczko kokosowe", "śmietana 30%", "ząbek czosnku");"1626,2";"120,6";"61,1";"75,6";"75,6"
"placuszki-ziemniaczane-z-makrela-wedzona";c("cytryna", "kawior z taszy", "jajko", "świeży koperek", "mąka pszenna", "mix sałat", "oliwa z oliwek", "pieprz czarny", "sól", "śmietana 30%", "makrela wędzona", "ziemniak");"468,6";"22,7";"41,8";"24,3";"24,3"
"makaron-farfalle-w-kremowym-sosie-z-lososia-wedzonego";c("pieprz biały", "cebula", "cukinia", "papryczka chili czerwona", "papryka czerwona", "kapar", "świeży koperek", "oliwa z oliwek", "sól", "łosoś wędzony", "pomidory krojone z puszki", "makaron farfalle", "śmietana 30%", "ząbek czosnku");"804,7";"49,9";"72,8";"23,9";"23,9"
"kotleciki-z-lososia";c("bułka kajzerka", "ząbek czosnku", "jajko", "olej słonecznikowy", "pieprz czarny", "skórka cytryny tarta", "sól", "szczypior cebuli", "łosoś filet, bez skóry");"357,1";"22";"7,4";"30,4";"30,4"
"pierozki-z-lososiem-polane-bazyliowym-maslem";c("świeży koperek", "łosoś", "masło", "pieprz czarny", "sól", "szalotka", "śmietana 30%", "woda", "mąka pszenna", "oliwa z oliwek", "sól", "bazylia świeża", "ząbek czosnku", "masło", "orzech włoski");"1130,4";"61,4";"102,4";"2,4";"43,2"
"kulebiak-z-lososiem";c("wino białe", "cebula", "ciasto francuskie", "jajko", "mix sałat", "mleko", "natka pietruszki", "oliwa z oliwek", "pieczarka", "pieprz czarny", "sól", "śmietana 30%", "łosoś filet, bez skóry", "ryż długoziarnisty");"1013";"71,9";"49,4";"37,6";"37,6"
"placuszki-z-kurczaka-i-szynki";c("bułka tarta", "cebula dymka", "ząbek czosnku", "kolendra świeża", "oliwa z oliwek", "pieprz czarny", "kurczak filety z piersi", "rukola", "sól", "szynka gotowana", "pistacje", "pomarańcza", "sos słodko", "sos sojowy");"569,9";"30,5";"24,2";"49,0";"49,0"
"piers-w-panierce-serowej-z-sosem-pesto";c("cytryna", "ząbek czosnku", "jajko", "makaron spaghetti", "masło", "mąka pszenna", "natka pietruszki", "oliwa z oliwek", "papryczka chili czerwona", "pieprz czarny", "kurczak filety z piersi", "płatki owsiane", "ser kolumb", "sól", "ząbek czosnku", "oliwa z oliwek", "pistacje", "rukola", "ser kolumb");"1205,0";"72,4";"72,5";"66,2";"66,2"
"penne-z-tunczykiem-oliwkami-i-mozzarella";c("cebula", "cukier", "cytryna", "ząbek czosnku", "makaron penne", "masło", "miód", "mozzarella", "natka pietruszki", "oliwa z oliwek", "oliwki zielone", "papryczka jalapeno", "pieprz biały", "pomidorki koktajlowe", "pomidory krojone z puszki", "sól", "tuńczyk w sosie własnym");"740,5";"38,7";"75,5";"27";"27"
"zapiekanka-makaronowa-z-warzywami-i-mozzarella";c("boczek parzony", "brokuł", "jajko", "pomidorki koktajlowe", "mozzarella", "pieprz czarny", "grana padano, tarty", "sól", "makaron farfalle", "śmietana 30%", "cebula");"807,6";"46";"71,5";"29,3";"29,3"
"pstrag-teczowy-w-bekonie";c("pieprz czarny", "świeży koperek", "oliwa z oliwek", "sok z cytryny", "sól", "boczek w plastrach", "ząbek czosnku", "pstrąg łososiowy swieży filet");"312,7";"20,9";"1,6";"29,4";"29,4"
"karp-pieczony-z-grzybami";c("cebula", "cytryna", "pieprz czarny", "masło", "pieczarka", "natka pietruszki", "sól", "wino białe", "karp dzwonek");"479,4";"22,5";"13,7";"48,4";"48,4"
"karp-w-migdalach";c("pieprz biały", "cukier", "cytryna", "jajko", "karp", "masło", "mąka pszenna", "migdały płatki", "oliwa z oliwek", "rodzynki", "sól", "śmietana 30%", "wino czerwone");"707,3";"43,4";"22,7";"49";"49"
"kaczka-z-zurawina";c("cebula", "wino czerwone", "ząbek czosnku", "kaczka", "liść laurowy", "marchew", "masło", "mąka pszenna", "natka pietruszki", "pieprz czarny", "por", "sól", "żurawina suszona", "rozmaryn suszony", "ziemniak");"2073,8";"156,7";"91,8";"50,4";"50,4"
"swiateczne-sledzie-po-cygansku";c("cebula", "cukier", "ząbek czosnku", "śledzie matiasy", "ketchup", "papryka mielona ostra", "musztarda", "ogórek konserwowy", "olej rzepakowy", "pieprz czarny", "por");"269,2";"13,8";"35";"2,2";"2,2"
"makaron-z-bazyliowym-pesto-z-orzechami-nerkowca";c("bazylia świeża", "pieprz czarny", "oliwa z oliwek", "sól", "grana padano", "makaron penne", "orzech nerkowca", "ząbek czosnku");"464,7";"17,1";"58,8";"18,8";"18,8"
"szybka-pasta-alla-siracusana";c("bakłażan", "bazylia świeża", "oliwki czarne", "ząbek czosnku", "anchois", "kapar", "makaron farfalle", "olej rzepakowy", "oliwa z oliwek", "pieprz czarny", "grana padano", "sól", "pomidor czerwony", "papryka zielona");"697,6";"19,5";"105,5";"26,7";"26,7"
"pstrag-lososiowy-w-pomaranczowo-rodzynkowym-sosie";c("chili mielone", "pstrąg, filet", "goździki", "olej", "pomarańcza", "rodzynki", "sherry", "sól");"496,2";"28,4";"12,1";"47,8";"47,8"
"delikatny-pstrag-z-duszonymi-warzywami";c("pstrąg, filet", "ząbek czosnku", "limonka", "oliwa z oliwek", "sól", "kolendra ziarna", "bakłażan", "cebula", "cukinia", "ząbek czosnku", "świeży koperek", "oliwa z oliwek", "papryka czerwona", "papryka zielona", "papryka żółta", "sól", "cukier", "świeży koperek", "limonka", "masło", "pomidory krojone z puszki", "sól");"585,1";"39,8";"21,3";"39,4";"39,4"
"pstrag-lososiowy-z-karmelizowana-marchwia";c("pieprz czarny", "pieprz cayenne", "pstrąg, filet", "sól", "cukier", "kminek cały", "marchew", "masło", "oliwa z oliwek", "pieprz czarny", "sól", "szalotka", "wino białe", "cytryna", "świeży koperek", "masło", "szalotka", "śmietana 30%");"696,8";"52,5";"22,7";"31,1";"31,1"
"zeberka-miodowo-pomidorowe";c("cebula", "chili mielone", "ketchup", "liść laurowy", "miód", "olej słonecznikowy", "pieprz czarny", "pieprz czarny, ziarnisty", "sól", "sól", "sos sojowy", "ziele angielskie", "żeberka wieprzowe,świeże");"183,2";"2,5";"38,3";"2,5";"2,5"
"nogi-kaczki-ze-sliwkami-suszonymi-i-puree-z-zielonego-groszku";c("wino czerwone", "kostka rosołowa warzywna", "liść laurowy", "kaczka udko", "olej rzepakowy", "pieprz czarny", "sól", "śliwka suszona", "woda", "gałka muszkatołowa mielona", "śmietana 18%", "kostka rosołowa warzywna", "groszek, mrożony", "oliwa z oliwek", "sałata masłowa", "szalotka", "woda");"802,2";"22,8";"85,5";"46,5";"46,5"
"pieczona-szynka-z-papryka-i-orzechowym-peczakiem";c("pieprz biały", "ząbek czosnku", "papryka mielona słodka", "pieprz ziołowy, mielony", "sól", "imbir świeży", "olej rzepakowy", "szynka wieprzowa", "pieprz biały", "cebula", "cytryna", "ząbek czosnku", "seler", "marchew", "masło", "miód", "olej sezamowy", "orzech włoski", "pieprz ziołowy, mielony", "natka pietruszki", "sól", "kasza pęczak", "śliwka suszona", "imbir świeży", "woda");"1036,5";"48,5";"150,0";"15,2";"15,2"
"losos-w-sosie-curry";c("cebula biała", "czerwona pasta curry", "ząbek czosnku", "łosoś filet, bez skóry", "koncentrat pomidorowy", "mleczko kokosowe", "oliwa z oliwek", "pomidory krojone z puszki", "ryż jaśminowy", "sok z limonki");"822,5";"47,1";"52,2";"47";"47"
"makaron-z-cukinia-i-lososiem";c("cukinia", "łosoś filet, bez skóry", "makaron tagliatelle", "pieprz czarny", "sok z cytryny", "sól", "śmietana 18%", "bazylia świeża");"419";"11,9";"58,8";"18,4";"18,4"
"losos-w-warzywach-na-ostro";c("bakłażan", "bazylia świeża", "cukinia", "cebula czerwona", "ząbek czosnku", "masło", "oliwa z oliwek", "papryka mielona ostra", "papryka czerwona", "pieprz ziołowy, mielony", "pomidory krojone z puszki", "papryka mielona słodka", "sól", "marchew", "łosoś filet, bez skóry");"425,8";"25,2";"32,3";"21,2";"21,2"
"losos-w-maku-z-sosem-szmaragdowym";c("gałka muszkatołowa mielona", "brokuł", "mleko 3,2%", "pieprz czarny", "sól", "woda", "ziemniak", "cytryna", "oliwa z oliwek", "pieprz czarny", "rukola", "sól", "woda", "łosoś filet, bez skóry", "mak", "natka pietruszki", "oliwa z oliwek", "pieprz czarny", "sól");"661,3";"37,8";"39,1";"42,9";"42,9"
